Date,Duration,Hour,Report,Volunteering_id,Patient_id,KindOfVol_id,Location
2024-12-06,30,18,"Spent time with an elderly person, played a board game and went for a walk.",339,850872249,17,Nir Chen
2024-08-26,45,19,Volunteered and supported someone in need.,340,479710251,38,Nofim
2024-08-28,60,17,Volunteered and supported someone in need.,341,827835592,75,Gani Tal
2025-03-10,30,8,Volunteered and supported someone in need.,342,999823851,47,Dorot
2025-02-08,45,15,Volunteered and supported someone in need.,343,253789449,128,Rishon Lezion
2024-04-12,60,17,Volunteered and supported someone in need.,344,212754932,13,Yad Mordechai
2024-11-14,60,19,Volunteered and supported someone in need.,345,275549667,140,Beit Arie
2024-09-30,60,11,Volunteered and supported someone in need.,346,229380617,16,Kfar Darom
2024-11-21,60,17,Volunteered and supported someone in need.,347,328986657,137,Nov
2024-07-16,60,16,Volunteered and supported someone in need.,348,403236648,105,Neot Smadar
2025-01-04,30,19,Volunteered and supported someone in need.,349,335759009,56,Or Yehuda
2024-12-15,30,18,"Spent time with an elderly person, played a board game and went for a walk.",350,464652229,164,Merkaz Shapira
2024-05-02,30,20,Volunteered and supported someone in need.,351,578165744,69,Ramat Yishai
2025-02-27,30,12,Volunteered and supported someone in need.,352,313682258,141,Kiryat Tivon
2025-01-31,45,11,Volunteered and supported someone in need.,353,681257529,149,Sasa
2025-03-06,30,11,Volunteered and supported someone in need.,354,751297395,79,Kfar Harief
2024-04-12,45,12,Volunteered and supported someone in need.,355,453261917,73,Tena Omerim
2024-05-18,45,9,Volunteered and supported someone in need.,356,310138753,120,Shadmot Meholah
2024-12-08,45,16,Volunteered and supported someone in need.,357,555731465,6,Avivim
2024-08-18,30,18,Volunteered and supported someone in need.,358,872368804,38,Gedera
2025-01-28,60,11,Volunteered and supported someone in need.,359,646451802,53,Haifa
2025-02-04,30,16,"Spent time with an elderly person, played a board game and went for a walk.",360,972759174,78,Avni Chefetz
2024-04-27,45,17,"Spent time with an elderly person, played a board game and went for a walk.",361,703920814,116,Yakum
2024-06-21,45,19,Volunteered and supported someone in need.,362,225561660,142,Barkan
2025-03-22,60,14,Volunteered and supported someone in need.,363,988359826,132,Shoham
2024-10-21,60,9,Volunteered and supported someone in need.,364,936887228,169,Zohar
2024-05-12,45,8,Volunteered and supported someone in need.,365,939508259,29,Har Bracha
2025-01-12,60,10,Volunteered and supported someone in need.,366,487969951,148,Holon
2024-09-06,30,11,Volunteered and supported someone in need.,367,470824376,49,Ein Gedi
2024-10-09,45,8,Volunteered and supported someone in need.,368,645220259,95,Merkaz Shapira
2024-06-10,60,9,Volunteered and supported someone in need.,369,430109610,51,Kiryat Yearim
2025-02-27,30,13,"Spent time with an elderly person, played a board game and went for a walk.",370,822539096,4,Roei
2024-05-06,30,12,Volunteered and supported someone in need.,371,279301154,33,Karmiya
2024-04-22,60,10,Volunteered and supported someone in need.,372,315964682,163,Roei
2024-08-28,30,12,Volunteered and supported someone in need.,373,269334557,53,Migdal
2024-08-30,30,18,Volunteered and supported someone in need.,374,979282918,165,Talmon
2024-07-30,150,12,Helped organize and pack food packages for families in need.,375,876028571,30,Ein Habesor
2024-06-13,30,10,Volunteered and supported someone in need.,376,534747212,56,Kfar Shmaryahu
2024-12-10,30,19,Volunteered and supported someone in need.,377,427314115,69,Michmesh
2024-10-09,45,17,Volunteered and supported someone in need.,378,144399463,170,Neve Zohar
2024-12-01,45,18,Volunteered and supported someone in need.,379,272817777,13,Beitar Ilit
2025-02-10,45,19,Volunteered and supported someone in need.,380,955798156,49,Sansana
2025-01-13,45,9,Volunteered and supported someone in need.,381,271353856,95,Hod Hasharon
2025-03-09,45,13,Volunteered and supported someone in need.,382,447609127,79,Ra'anana
2024-09-24,60,13,Volunteered and supported someone in need.,383,500043043,56,Giv'at Ada
2025-03-21,45,20,"Spent time with an elderly person, played a board game and went for a walk.",384,829182407,61,Ramat HaShofet
2024-05-30,30,13,"Spent time with an elderly person, played a board game and went for a walk.",385,328067174,42,Bneu Dekalim
2024-06-10,30,18,Volunteered and supported someone in need.,386,645220259,145,Sde Nitzan
2024-09-21,60,12,Volunteered and supported someone in need.,387,497523138,6,Ein Harod
2024-09-17,45,14,Volunteered and supported someone in need.,388,821522786,157,Sde Nehemiah
2025-01-28,30,12,Volunteered and supported someone in need.,389,808842543,85,Gezer
2024-05-09,60,15,Volunteered and supported someone in need.,390,515887002,7,Bnei Darom
2024-07-29,60,8,Volunteered and supported someone in need.,391,399091360,54,Avnat
2025-03-18,30,10,Volunteered and supported someone in need.,392,982831742,87,Shadmot Meholah
2025-01-17,45,14,Volunteered and supported someone in need.,393,646118191,48,Beit Guvrin
2025-02-28,60,18,Volunteered and supported someone in need.,394,739768970,25,Nov
2024-08-28,60,17,"Spent time with an elderly person, played a board game and went for a walk.",395,209491604,76,Ramat Rachel
2024-07-28,45,19,Volunteered and supported someone in need.,396,651245420,118,Alumim
2025-02-24,60,12,Volunteered and supported someone in need.,397,853729361,94,Kfar Yehoshua
2024-06-04,45,15,Volunteered and supported someone in need.,398,262075730,53,Mivaseret Zion
2024-06-13,60,13,Volunteered and supported someone in need.,399,762445161,22,Brochin
2024-04-05,60,13,Volunteered and supported someone in need.,400,297183376,50,Degania A
